"chrom","start","end","label","sgTarget","score"
"chr12",9920610,9921440,"chr",9921025,12.919
"chr12",9920618,9921448,"chr",9921033,5.227
"chr12",9920627,9921457,"chr",9921042,-27.04
"chr12",9920635,9921465,"chr",9921050,-12.823
"chr12",9920770,9921600,"chr",9921185,-22.098
"chr12",9920804,9921634,"chr",9921219,-15.579
"chr12",9920829,9921659,"chr",9921244,6.234
"chr12",9921110,9921940,"chr",9921525,-30.89
"chr12",9921133,9921963,"chr",9921548,-9.714
"chr12",9921134,9921964,"chr",9921549,-3.147
"chr12",9921175,9922005,"chr",9921590,-25.616
"chr12",9921207,9922037,"chr",9921622,-5.957
"chr12",9921212,9922042,"chr",9921627,4.6
"chr12",9921218,9922048,"chr",9921633,25.535
"chr12",9921254,9922084,"chr",9921669,26.679
"chr12",9921256,9922086,"chr",9921671,-41.266
"chr12",9921259,9922089,"chr",9921674,-19.482
"chr12",9921512,9922342,"chr",9921927,-7.646
"chr12",9921601,9922431,"chr",9922016,-23.34
"chr12",9921617,9922447,"chr",9922032,-16.679
"chr12",9921646,9922476,"chr",9922061,-8.322
"chr12",9921657,9922487,"chr",9922072,24.559
"chr12",9921704,9922534,"chr",9922119,0.165
"chr12",9921726,9922556,"chr",9922141,-26.316
"chr12",9921801,9922631,"chr",9922216,-7.691
"chr12",9921810,9922640,"chr",9922225,-26.214
"chr12",9922154,9922984,"chr",9922569,-18.686
"chr12",9922256,9923086,"chr",9922671,-23.895
"chr12",9922292,9923122,"chr",9922707,-2.781
"chr12",9922304,9923134,"chr",9922719,-24.318
"chr12",9922524,9923354,"chr",9922939,8.104
"chr12",9922525,9923355,"chr",9922940,5.093
"chr12",9922649,9923479,"chr",9923064,-10.472
"chr12",9922656,9923486,"chr",9923071,-15.852
"chr12",9922833,9923663,"chr",9923248,-13.522
"chr12",9922834,9923664,"chr",9923249,-12.232
"chr12",9922842,9923672,"chr",9923257,-3.404
"chr12",9922879,9923709,"chr",9923294,-18.559
"chr12",9923009,9923839,"chr",9923424,-34.668
"chr12",9923015,9923845,"chr",9923430,-14.432
"chr12",9923110,9923940,"chr",9923525,-9.881
"chr12",9923214,9924044,"chr",9923629,-26.032
"chr12",9923233,9924063,"chr",9923648,-12.532
"chr12",9923268,9924098,"chr",9923683,-15.726
"chr12",9923288,9924118,"chr",9923703,-26.418
"chr12",9923291,9924121,"chr",9923706,-20.896
"chr12",9923329,9924159,"chr",9923744,5.593
"chr12",9923497,9924327,"chr",9923912,-5.498
"chr12",9923601,9924431,"chr",9924016,5.278
"chr12",9923666,9924496,"chr",9924081,-8.886
"chr12",9923681,9924511,"chr",9924096,13.896
"chr12",9923691,9924521,"chr",9924106,0.588
"chr12",9923694,9924524,"chr",9924109,-19.185
"chr12",9923789,9924619,"chr",9924204,-4.689
"chr12",9923964,9924794,"chr",9924379,-13.563
"chr12",9923966,9924796,"chr",9924381,-13.579
"chr12",9923976,9924806,"chr",9924391,-37.443
"chr12",9923977,9924807,"chr",9924392,-17.303
"chr12",9923988,9924818,"chr",9924403,-1.391
"chr12",9923993,9924823,"chr",9924408,-6.352
"chr12",9924031,9924861,"chr",9924446,-29.223
"chr12",9924032,9924862,"chr",9924447,-24.933
"chr12",9924036,9924866,"chr",9924451,-11.058
"chr12",9924052,9924882,"chr",9924467,8.027
"chr12",9924056,9924886,"chr",9924471,-14.117
"chr12",9924076,9924906,"chr",9924491,11.83
"chr12",9924086,9924916,"chr",9924501,15.264
"chr12",9924097,9924927,"chr",9924512,-17.207
"chr12",9924105,9924935,"chr",9924520,-15.862
"chr12",9924121,9924951,"chr",9924536,-14.94
"chr12",9924122,9924952,"chr",9924537,-12.555
"chr12",9924168,9924998,"chr",9924583,2.399
"chr12",9924244,9925074,"chr",9924659,-18.522
"chr12",9924330,9925160,"chr",9924745,-11.439
"chr12",9924331,9925161,"chr",9924746,-8.823
"chr12",9924353,9925183,"chr",9924768,-14.383
"chr12",9924407,9925237,"chr",9924822,5.272
"chr12",9924426,9925256,"chr",9924841,7.041
"chr12",9924433,9925263,"chr",9924848,-19.184
"chr12",9924439,9925269,"chr",9924854,-23.248
"chr12",9924453,9925283,"chr",9924868,-3.114
"chr12",9924454,9925284,"chr",9924869,20.574
"chr12",9924482,9925312,"chr",9924897,-8.123
"chr12",9924500,9925330,"chr",9924915,-12.95
"chr12",9924531,9925361,"chr",9924946,-15.419
"chr12",9924547,9925377,"chr",9924962,-26.864
"chr12",9924548,9925378,"chr",9924963,-9.457
"chr12",9924661,9925491,"chr",9925076,10.666
"chr12",9924664,9925494,"chr",9925079,-3.035
"chr12",9924723,9925553,"chr",9925138,-2.507
"chr12",9924732,9925562,"chr",9925147,6.192
"chr12",9924819,9925649,"chr",9925234,-27.27
"chr12",9924915,9925745,"chr",9925330,-27.869
"chr12",9924925,9925755,"chr",9925340,-8.423
"chr12",9924972,9925802,"chr",9925387,0.235
"chr12",9924980,9925810,"chr",9925395,-20.087
"chr12",9925009,9925839,"chr",9925424,-26.585
"chr12",9925055,9925885,"chr",9925470,-37.819
"chr12",9925073,9925903,"chr",9925488,-16.582
"chr12",9925098,9925928,"chr",9925513,-6.812
"chr12",9925122,9925952,"chr",9925537,11.808
"chr12",9925196,9926026,"chr",9925611,-33.138
"chr12",9925221,9926051,"chr",9925636,6.526
"chr12",9925226,9926056,"chr",9925641,3.877
"chr12",9925244,9926074,"chr",9925659,-21.774
"chr12",9925259,9926089,"chr",9925674,11.175
"chr12",9925272,9926102,"chr",9925687,-12.793
"chr12",9925278,9926108,"chr",9925693,-24.408
"chr12",9925291,9926121,"chr",9925706,-18.858
"chr12",9925458,9926288,"chr",9925873,5.325
"chr12",9925481,9926311,"chr",9925896,1.339
"chr12",9925489,9926319,"chr",9925904,-21.28
"chr12",9925500,9926330,"chr",9925915,-25.221
"chr12",9925501,9926331,"chr",9925916,-28.892
"chr12",9925528,9926358,"chr",9925943,37.984
"chr12",9925541,9926371,"chr",9925956,-10.336
"chr12",9925543,9926373,"chr",9925958,11.672
"chr12",9925551,9926381,"chr",9925966,30.634
"chr12",9925572,9926402,"chr",9925987,15.3
"chr12",9925576,9926406,"chr",9925991,-22.374
"chr12",9925597,9926427,"chr",9926012,-25.127
"chr12",9925601,9926431,"chr",9926016,-23.144
"chr12",9925636,9926466,"chr",9926051,-42.053
"chr12",9925655,9926485,"chr",9926070,-13.317
"chr12",9925711,9926541,"chr",9926126,32.413
"chr12",9925723,9926553,"chr",9926138,-19.103
"chr12",9925743,9926573,"chr",9926158,13.102
"chr12",9925766,9926596,"chr",9926181,-12.131
"chr12",9925778,9926608,"chr",9926193,44.62
"chr12",9925822,9926652,"chr",9926237,-40.458
"chr12",9925877,9926707,"chr",9926292,50.154
"chr12",9925967,9926797,"chr",9926382,22.298
"chr12",9925999,9926829,"chr",9926414,10.729
"chr12",9926005,9926835,"chr",9926420,14.523
"chr12",9926026,9926856,"chr",9926441,20.373
"chr12",9926048,9926878,"chr",9926463,9.614
"chr12",9926214,9927044,"chr",9926629,-23.154
"chr12",9926239,9927069,"chr",9926654,-24.86
"chr12",9926274,9927104,"chr",9926689,-3.368
"chr12",9926783,9927613,"chr",9927198,-30.304
"chr12",9926935,9927765,"chr",9927350,-17.741
"chr12",9926970,9927800,"chr",9927385,5.419
"chr12",9927202,9928032,"chr",9927617,-13.683
"chr12",9927224,9928054,"chr",9927639,-22.171
"chr12",9927360,9928190,"chr",9927775,-13.335
"chr12",9927365,9928195,"chr",9927780,-57.685
"chr12",9927564,9928394,"chr",9927979,-10.38
"chr12",9927603,9928433,"chr",9928018,-1.304
"chr12",9927658,9928488,"chr",9928073,-25.47
"chr12",9927781,9928611,"chr",9928196,-7.239
"chr12",9927919,9928749,"chr",9928334,3.572
"chr12",9928405,9929235,"chr",9928820,-18.127
"chr12",9928529,9929359,"chr",9928944,-10.62
"chr12",9928530,9929360,"chr",9928945,-34.212
"chr12",9928536,9929366,"chr",9928951,-9.276
"chr12",9928542,9929372,"chr",9928957,-3.723
"chr12",9928557,9929387,"chr",9928972,-1.309
"chr12",9928560,9929390,"chr",9928975,-12.692
"chr12",9928564,9929394,"chr",9928979,-16.23
"chr12",9928571,9929401,"chr",9928986,-29.286
"chr12",9928572,9929402,"chr",9928987,-27.821
"chr12",9928598,9929428,"chr",9929013,-26.615
"chr12",9928620,9929450,"chr",9929035,-18.154
"chr12",9928639,9929469,"chr",9929054,-50.739
"chr12",9928647,9929477,"chr",9929062,-29.897
"chr12",9928648,9929478,"chr",9929063,-0.302
"chr12",9928673,9929503,"chr",9929088,-38.145
"chr12",9928760,9929590,"chr",9929175,-1.598
"chr12",9928776,9929606,"chr",9929191,12.925
"chr12",9928778,9929608,"chr",9929193,-16.726
"chr12",9928839,9929669,"chr",9929254,-23.461
"chr12",9928920,9929750,"chr",9929335,-13.019
"chr12",9928960,9929790,"chr",9929375,-11.461
"chr12",9928965,9929795,"chr",9929380,-38.794
"chr12",9929014,9929844,"chr",9929429,-7.504
"chr12",9929017,9929847,"chr",9929432,-4.318
"chr12",9929036,9929866,"chr",9929451,-23.114
"chr12",9929062,9929892,"chr",9929477,-7.657
"chr12",9929123,9929953,"chr",9929538,-17.072
"chr12",9929131,9929961,"chr",9929546,-8.66
"chr12",9929170,9930000,"chr",9929585,-25.95
"chr12",9929183,9930013,"chr",9929598,-7.88
"chr12",9929341,9930171,"chr",9929756,-16.165
"chr12",9929348,9930178,"chr",9929763,-32.953
"chr12",9929354,9930184,"chr",9929769,-19.481
"chr12",9929355,9930185,"chr",9929770,-37.567
"chr12",9929356,9930186,"chr",9929771,-42.951
"chr12",9929357,9930187,"chr",9929772,-27.317
"chr12",9929378,9930208,"chr",9929793,-12.963
"chr12",9929422,9930252,"chr",9929837,-12.541
"chr12",9929423,9930253,"chr",9929838,-10.535
"chr12",9929430,9930260,"chr",9929845,-37.39
"chr12",9929442,9930272,"chr",9929857,2.345
"chr12",9929448,9930278,"chr",9929863,-20.86
"chr12",9929449,9930279,"chr",9929864,-30.603
"chr12",9929450,9930280,"chr",9929865,-29.245
"chr12",9929472,9930302,"chr",9929887,-14.138
"chr12",9929475,9930305,"chr",9929890,-9.483
"chr12",9929495,9930325,"chr",9929910,-19.169
"chr12",9929574,9930404,"chr",9929989,-38.953
"chr12",9929575,9930405,"chr",9929990,-19.005
"chr12",9929590,9930420,"chr",9930005,1.215
"chr12",9929601,9930431,"chr",9930016,-25.393
"chr12",9929653,9930483,"chr",9930068,-11.45
"chr12",9929671,9930501,"chr",9930086,-25.243
"chr12",9929777,9930607,"chr",9930192,-18.719
"chr12",9929840,9930670,"chr",9930255,-16.954
"chr12",9929851,9930681,"chr",9930266,-32.018
"chr12",9929852,9930682,"chr",9930267,-12.072
"chr12",9929867,9930697,"chr",9930282,-28.879
"chr12",9929884,9930714,"chr",9930299,-10.708
"chr12",9929896,9930726,"chr",9930311,-13.74
"chr12",9929907,9930737,"chr",9930322,-25.667
"chr12",9929937,9930767,"chr",9930352,-5.21
"chr12",9929958,9930788,"chr",9930373,-0.38
"chr12",9930199,9931029,"chr",9930614,-41.722
"chr12",9930523,9931353,"chr",9930938,-14.925
"chr12",9930971,9931801,"chr",9931386,-9.697
"chr12",9930982,9931812,"chr",9931397,-42.209
"chr12",9930991,9931821,"chr",9931406,-13.371
"chr12",9931003,9931833,"chr",9931418,-26.49
"chr12",9931626,9932456,"chr",9932041,-9.299
"chr12",9931629,9932459,"chr",9932044,-23.265
"chr12",9931641,9932471,"chr",9932056,-20.374
"chr12",9931918,9932748,"chr",9932333,-23.261
"chr12",9932128,9932958,"chr",9932543,-6.312
"chr12",9932139,9932969,"chr",9932554,-19.174
"chr12",9932447,9933277,"chr",9932862,-28.352
"chr12",9932452,9933282,"chr",9932867,-29.751
"chr12",9932469,9933299,"chr",9932884,-26.668
"chr12",9933153,9933983,"chr",9933568,-18.25
"chr12",9933156,9933986,"chr",9933571,-38.672
"chr12",9933316,9934146,"chr",9933731,-10.75
"chr12",9933327,9934157,"chr",9933742,-22.167
"chr12",9933811,9934641,"chr",9934226,-37.208
"chr12",9933892,9934722,"chr",9934307,-17.118
"chr12",9933940,9934770,"chr",9934355,-7.349
"chr12",9933959,9934789,"chr",9934374,-16.974
"chr12",9933961,9934791,"chr",9934376,2.127
"chr12",9933978,9934808,"chr",9934393,-18.211
"chr12",9934006,9934836,"chr",9934421,-42.747
"chr12",9934007,9934837,"chr",9934422,-29.638
"chr12",9934012,9934842,"chr",9934427,-50.739
"chr12",9934029,9934859,"chr",9934444,-23.14
"chr12",9934035,9934865,"chr",9934450,-11.251
"chr12",9934064,9934894,"chr",9934479,-29.237
"chr12",9934101,9934931,"chr",9934516,-22.13
"chr12",9934104,9934934,"chr",9934519,-19.536
"chr12",9934108,9934938,"chr",9934523,-12.533
"chr12",9934109,9934939,"chr",9934524,-18.996
"chr12",9934127,9934957,"chr",9934542,-15.578
"chr12",9934181,9935011,"chr",9934596,-38.123
"chr12",9934182,9935012,"chr",9934597,-26.255
"chr12",9934185,9935015,"chr",9934600,-24.618
"chr12",9934186,9935016,"chr",9934601,-20.739
"chr12",9934194,9935024,"chr",9934609,-29.739
"chr12",9934229,9935059,"chr",9934644,-30.184
"chr12",9934232,9935062,"chr",9934647,-38.044
"chr12",9934238,9935068,"chr",9934653,-35.584
"chr12",9934815,9935645,"chr",9935230,-21.707
"chr12",9934832,9935662,"chr",9935247,-7.203
"chr12",9934834,9935664,"chr",9935249,-37.454
"chr12",9934851,9935681,"chr",9935266,-30.125
"chr12",9934936,9935766,"chr",9935351,-16.109
"chr12",9934937,9935767,"chr",9935352,-26.33
"chr12",9935003,9935833,"chr",9935418,-18.041
"chr12",9935029,9935859,"chr",9935444,-19.876
"chr12",9935140,9935970,"chr",9935555,-23.741
"chr12",9935153,9935983,"chr",9935568,-18.325
"chr12",9935154,9935984,"chr",9935569,-22.102
"chr12",9935168,9935998,"chr",9935583,-25.31
"chr12",9935176,9936006,"chr",9935591,-36.056
"chr12",9935187,9936017,"chr",9935602,-2.721
"chr12",9935193,9936023,"chr",9935608,-19.838
"chr12",9935352,9936182,"chr",9935767,-20.481
"chr12",9935354,9936184,"chr",9935769,-29.972
"chr12",9935355,9936185,"chr",9935770,-5.358
"chr12",9935363,9936193,"chr",9935778,-22.636
"chr12",9935421,9936251,"chr",9935836,-10.703
"chr12",9935466,9936296,"chr",9935881,-43.889
"chr12",9935472,9936302,"chr",9935887,-24.048
"chr12",9935473,9936303,"chr",9935888,-17.301
"chr12",9935485,9936315,"chr",9935900,2.117
"chr12",9935593,9936423,"chr",9936008,-28.13
"chr12",9935606,9936436,"chr",9936021,-19.033
"chr12",9935621,9936451,"chr",9936036,-5.403
"chr12",9935713,9936543,"chr",9936128,-16.959
"chr12",9935731,9936561,"chr",9936146,-22.504
"chr12",9935778,9936608,"chr",9936193,-29.794
"chr12",9935787,9936617,"chr",9936202,-24.592
"chr12",9935791,9936621,"chr",9936206,-15.183
"chr12",9935792,9936622,"chr",9936207,-29.115
"chr12",9935793,9936623,"chr",9936208,-64.73
"chr12",9935800,9936630,"chr",9936215,-36.882
"chr12",9935812,9936642,"chr",9936227,-18.011
"chr12",9935820,9936650,"chr",9936235,-19.733
"chr12",9935821,9936651,"chr",9936236,-41.483
"chr12",9935822,9936652,"chr",9936237,-18.67
"chr12",9935823,9936653,"chr",9936238,-7.241
"chr12",9935924,9936754,"chr",9936339,-25.1
"chr12",9936301,9937131,"chr",9936716,-5.958
"chr12",9936398,9937228,"chr",9936813,-17.494
"chr12",9936444,9937274,"chr",9936859,-17.846
"chr12",9936466,9937296,"chr",9936881,-12.854
"chr12",9936701,9937531,"chr",9937116,-22.115
"chr12",9936715,9937545,"chr",9937130,-26.351
"chr12",9936719,9937549,"chr",9937134,-20.067
"chr12",9936772,9937602,"chr",9937187,-14.952
"chr12",9937039,9937869,"chr",9937454,-46.062
"chr12",9937071,9937901,"chr",9937486,-16.927
"chr12",9937131,9937961,"chr",9937546,-22.815
"chr12",9937132,9937962,"chr",9937547,-33.04
"chr12",9937167,9937997,"chr",9937582,-8.852
"chr12",9937168,9937998,"chr",9937583,-21.881
"chr12",9937169,9937999,"chr",9937584,-7.445
"chr12",9937170,9938000,"chr",9937585,30.365
"chr12",9937175,9938005,"chr",9937590,-38.594
"chr12",9937176,9938006,"chr",9937591,-7.229
"chr12",9937177,9938007,"chr",9937592,-15.173
"chr12",9937192,9938022,"chr",9937607,-1.83
"chr12",9937206,9938036,"chr",9937621,-26.352
"chr12",9937316,9938146,"chr",9937731,-8.848
"chr12",9937350,9938180,"chr",9937765,-18.877
"chr12",9937379,9938209,"chr",9937794,-7.043
"chr12",9937699,9938529,"chr",9938114,-13.452
"chr12",9938126,9938956,"chr",9938541,-1.55
"chr12",9938166,9938996,"chr",9938581,-32.164
"chr12",9938353,9939183,"chr",9938768,-3.789
"chr12",9938423,9939253,"chr",9938838,-7.383
"chr12",9938556,9939386,"chr",9938971,-4.942
"chr12",9938564,9939394,"chr",9938979,-25.47
"chr12",9938585,9939415,"chr",9939000,-24.393
"chr12",9938657,9939487,"chr",9939072,-54.324
"chr12",9938912,9939742,"chr",9939327,-13.342
"chr12",9938915,9939745,"chr",9939330,-9.286
"chr12",9938926,9939756,"chr",9939341,-24.726
"chr12",9938934,9939764,"chr",9939349,-10.61
"chr12",9939116,9939946,"chr",9939531,-32.2
"chr12",9939119,9939949,"chr",9939534,-22.242
"chr12",9939148,9939978,"chr",9939563,-30.574
"chr12",9939226,9940056,"chr",9939641,-16.587
"chr12",9939291,9940121,"chr",9939706,-23.888
"chr12",9939378,9940208,"chr",9939793,-20.176
"chr12",9939484,9940314,"chr",9939899,-49.811
"chr12",9939505,9940335,"chr",9939920,-32.597
"chr12",9939514,9940344,"chr",9939929,-11.84
"chr12",9939563,9940393,"chr",9939978,-48.542
"chr12",9939628,9940458,"chr",9940043,-11.452
"chr12",9939643,9940473,"chr",9940058,-3.641
"chr12",9939720,9940550,"chr",9940135,-36.708
"chr12",9939734,9940564,"chr",9940149,-24.314
"chr12",9939767,9940597,"chr",9940182,-9.825
"chr12",9939877,9940707,"chr",9940292,-25.254
"chr12",9939943,9940773,"chr",9940358,-27.453
"chr12",9940339,9941169,"chr",9940754,-26.782
"chr12",9940511,9941341,"chr",9940926,-15.515
"chr12",9940514,9941344,"chr",9940929,-30.186
"chr12",9940518,9941348,"chr",9940933,-8.446
"chr12",9940583,9941413,"chr",9940998,-14.559
"chr12",9940678,9941508,"chr",9941093,-7.061
"chr12",9940686,9941516,"chr",9941101,-10.485
"chr12",9940689,9941519,"chr",9941104,-16.619
"chr12",9940699,9941529,"chr",9941114,-29.781
"chr12",9940991,9941821,"chr",9941406,-17.111
"chr12",9941007,9941837,"chr",9941422,-26.025
"chr12",9941017,9941847,"chr",9941432,-25.93
"chr12",9941020,9941850,"chr",9941435,-12.467
"chr12",9941215,9942045,"chr",9941630,-25.07
"chr12",9941379,9942209,"chr",9941794,-32.657
"chr12",9941444,9942274,"chr",9941859,-29.553
"chr12",9941488,9942318,"chr",9941903,-31.434
"chr12",9941514,9942344,"chr",9941929,-14.153
"chr12",9941524,9942354,"chr",9941939,-34.77
"chr12",9942104,9942934,"chr",9942519,-18.413
"chr12",9942105,9942935,"chr",9942520,-27.779
"chr12",9942106,9942936,"chr",9942521,-29.439
"chr12",9942179,9943009,"chr",9942594,-27.435
"chr12",9942518,9943348,"chr",9942933,-12.215
"chr12",9942687,9943517,"chr",9943102,-16.147
"chr12",9942704,9943534,"chr",9943119,-17.477
"chr12",9942705,9943535,"chr",9943120,-30.575
"chr12",9942711,9943541,"chr",9943126,-7.521
"chr12",9942715,9943545,"chr",9943130,-32.856
"chr12",9942735,9943565,"chr",9943150,-23.625
"chr12",9942823,9943653,"chr",9943238,-12.98
"chr12",9942883,9943713,"chr",9943298,-10.493
"chr12",9942895,9943725,"chr",9943310,-39.393
"chr12",9942896,9943726,"chr",9943311,-27.578
"chr12",9942897,9943727,"chr",9943312,-11.966
"chr12",9942923,9943753,"chr",9943338,-28.835
"chr12",9942927,9943757,"chr",9943342,-26.214
"chr12",9942928,9943758,"chr",9943343,-25.358
"chr12",9942929,9943759,"chr",9943344,-16.412
"chr12",9942934,9943764,"chr",9943349,-11.588
"chr12",9942957,9943787,"chr",9943372,-32.545
"chr12",9942958,9943788,"chr",9943373,-16.103
"chr12",9943143,9943973,"chr",9943558,-12.319
"chr12",9943176,9944006,"chr",9943591,-18.05
"chr12",9943177,9944007,"chr",9943592,-17.832
"chr12",9943178,9944008,"chr",9943593,-12.354
"chr12",9943222,9944052,"chr",9943637,-18.896
"chr12",9943253,9944083,"chr",9943668,-12.229
"chr12",9943306,9944136,"chr",9943721,-21.417
"chr12",9943309,9944139,"chr",9943724,-29.569
"chr12",9943310,9944140,"chr",9943725,-25.02
"chr12",9943316,9944146,"chr",9943731,-59.741
"chr12",9943381,9944211,"chr",9943796,-34.706
"chr12",9943382,9944212,"chr",9943797,-12.408
"chr12",9943390,9944220,"chr",9943805,-27.101
"chr12",9943391,9944221,"chr",9943806,-20.961
"chr12",9943392,9944222,"chr",9943807,-22.743
"chr12",9943393,9944223,"chr",9943808,2.68
"chr12",9943410,9944240,"chr",9943825,-10.261
"chr12",9943444,9944274,"chr",9943859,-13.896
"chr12",9943463,9944293,"chr",9943878,-26.909
"chr12",9943493,9944323,"chr",9943908,-4.988
"chr12",9943521,9944351,"chr",9943936,-3.415
"chr12",9943610,9944440,"chr",9944025,-30.082
"chr12",9943706,9944536,"chr",9944121,-34.619
"chr12",9943723,9944553,"chr",9944138,-25.753
"chr12",9943754,9944584,"chr",9944169,-9.171
"chr12",9943884,9944714,"chr",9944299,-17.343
"chr12",9943911,9944741,"chr",9944326,-8.48
"chr12",9943924,9944754,"chr",9944339,-20.84
"chr12",9943948,9944778,"chr",9944363,-1.32
"chr12",9943963,9944793,"chr",9944378,-38.25
"chr12",9944002,9944832,"chr",9944417,-38.469
"chr12",9944102,9944932,"chr",9944517,-9.633
"chr12",9944122,9944952,"chr",9944537,-6.96
"chr12",9944137,9944967,"chr",9944552,-20.061
"chr12",9944145,9944975,"chr",9944560,-6.135
"chr12",9944150,9944980,"chr",9944565,14.524
"chr12",9944176,9945006,"chr",9944591,-18.91
"chr12",9944187,9945017,"chr",9944602,-25.064
"chr12",9944259,9945089,"chr",9944674,-10.531
"chr12",9944260,9945090,"chr",9944675,-20.469
"chr12",9944331,9945161,"chr",9944746,-14.306
"chr12",9944332,9945162,"chr",9944747,-9.524
"chr12",9944435,9945265,"chr",9944850,-22.764
"chr12",9944470,9945300,"chr",9944885,-9.341
"chr12",9944471,9945301,"chr",9944886,-40.499
"chr12",9944482,9945312,"chr",9944897,-14.663
"chr12",9944494,9945324,"chr",9944909,-10.437
"chr12",9944660,9945490,"chr",9945075,-30.93
"chr12",9944681,9945511,"chr",9945096,-16.932
"chr12",9944689,9945519,"chr",9945104,30.378
"chr12",9944697,9945527,"chr",9945112,48.16
"chr12",9944705,9945535,"chr",9945120,-13.008
"chr12",9944721,9945551,"chr",9945136,-37.582
"chr12",9944726,9945556,"chr",9945141,-14.675
"chr12",9944752,9945582,"chr",9945167,0.67
"chr12",9944761,9945591,"chr",9945176,-28.595
"chr12",9944804,9945634,"chr",9945219,-25.185
"chr12",9944805,9945635,"chr",9945220,-32.87
"chr12",9944811,9945641,"chr",9945226,-19.359
"chr12",9944827,9945657,"chr",9945242,-27.073
"chr12",9944831,9945661,"chr",9945246,-22.98
"chr12",9944840,9945670,"chr",9945255,-14.479
"chr12",9944841,9945671,"chr",9945256,-25.072
"chr12",9944856,9945686,"chr",9945271,19.12
"chr12",9944898,9945728,"chr",9945313,14.394
"chr12",9944901,9945731,"chr",9945316,2.182
"chr12",9944909,9945739,"chr",9945324,-0.537
"chr12",9944910,9945740,"chr",9945325,0.978
"chr12",9944988,9945818,"chr",9945403,-24.097
"chr12",9945005,9945835,"chr",9945420,-15.311
"chr12",9945046,9945876,"chr",9945461,-14.082
"chr12",9945086,9945916,"chr",9945501,-28.947
"chr12",9945152,9945982,"chr",9945567,-20.266
"chr12",9945211,9946041,"chr",9945626,-22.234
"chr12",9945243,9946073,"chr",9945658,-24.037
"chr12",9945254,9946084,"chr",9945669,-25.785
"chr12",9945264,9946094,"chr",9945679,-23.319
"chr12",9945265,9946095,"chr",9945680,-29.388
"chr12",9945279,9946109,"chr",9945694,-46.14
"chr12",9945330,9946160,"chr",9945745,-16.261
"chr12",9945460,9946290,"chr",9945875,-10.925
"chr12",9945482,9946312,"chr",9945897,-25.741
"chr12",9945485,9946315,"chr",9945900,-26.529
"chr12",9945486,9946316,"chr",9945901,-18.83
"chr12",9945492,9946322,"chr",9945907,-19.7
"chr12",9945505,9946335,"chr",9945920,-0.873
"chr12",9945563,9946393,"chr",9945978,2.296
"chr12",9945578,9946408,"chr",9945993,-40.194
"chr12",9945584,9946414,"chr",9945999,-22.59
"chr12",9945611,9946441,"chr",9946026,2.34
"chr12",9945622,9946452,"chr",9946037,-22.74
"chr12",9945635,9946465,"chr",9946050,-15.53
"chr12",9945652,9946482,"chr",9946067,-51.096
"chr12",9945686,9946516,"chr",9946101,-32.805
"chr12",9945781,9946611,"chr",9946196,-0.807
"chr12",9945782,9946612,"chr",9946197,-23.827
"chr12",9945783,9946613,"chr",9946198,-33.531
"chr12",9945806,9946636,"chr",9946221,-12.354
"chr12",9945823,9946653,"chr",9946238,-24.126
"chr12",9945850,9946680,"chr",9946265,-8.402
"chr12",9945854,9946684,"chr",9946269,-23.905
"chr12",9945959,9946789,"chr",9946374,-25.238
"chr12",9945994,9946824,"chr",9946409,-3.36
"chr12",9945997,9946827,"chr",9946412,5.869
"chr12",9946019,9946849,"chr",9946434,-2.991
"chr12",9946057,9946887,"chr",9946472,-23.603
"chr12",9946069,9946899,"chr",9946484,0.092
"chr12",9946073,9946903,"chr",9946488,-26.833
"chr12",9946089,9946919,"chr",9946504,42.683
"chr12",9946096,9946926,"chr",9946511,-16.84
"chr12",9946128,9946958,"chr",9946543,-9.472
"chr12",9946146,9946976,"chr",9946561,1.623
"chr12",9946161,9946991,"chr",9946576,-6.717
"chr12",9946300,9947130,"chr",9946715,-32.818
"chr12",9946431,9947261,"chr",9946846,-26.529
"chr12",9946432,9947262,"chr",9946847,-24.593
"chr12",9946507,9947337,"chr",9946922,-11.57
"chr12",9946512,9947342,"chr",9946927,-9.031
"chr12",9946513,9947343,"chr",9946928,-21.614
"chr12",9946524,9947354,"chr",9946939,-16.234
"chr12",9946540,9947370,"chr",9946955,-8.555
"chr12",9946546,9947376,"chr",9946961,-34.172
"chr12",9946665,9947495,"chr",9947080,-28.506
"chr12",9946671,9947501,"chr",9947086,-9.188
"chr12",9946680,9947510,"chr",9947095,-0.465
"chr12",9946693,9947523,"chr",9947108,-18.092
"chr12",9946694,9947524,"chr",9947109,-0.146
"chr12",9946695,9947525,"chr",9947110,-7.929
"chr12",9946738,9947568,"chr",9947153,-16.261
"chr12",9946739,9947569,"chr",9947154,-26.111
"chr12",9946752,9947582,"chr",9947167,-1.966
"chr12",9946774,9947604,"chr",9947189,-5.927
"chr12",9946795,9947625,"chr",9947210,-4.404
"chr12",9946985,9947815,"chr",9947400,-1.768
"chr12",9947000,9947830,"chr",9947415,-17.275
"chr12",9947004,9947834,"chr",9947419,-15.582
"chr12",9947005,9947835,"chr",9947420,-16.415
"chr12",9947023,9947853,"chr",9947438,-11.86
"chr12",9947037,9947867,"chr",9947452,-8.085
"chr12",9947070,9947900,"chr",9947485,5.377
"chr12",9947087,9947917,"chr",9947502,-1.47
"chr12",9947166,9947996,"chr",9947581,2.136
"chr12",9947208,9948038,"chr",9947623,-30.056
"chr12",9947241,9948071,"chr",9947656,2.408
